연번,행정구역,안심 주소,위도,경도,CCTV 수량
1387,서울특별시 관악구,DA028 1-1R 성현동 1703-6,37.4871,126.9569,1
1388,서울특별시 관악구,DA029 1-5R 중앙동 871-63,37.4825,126.9519,1
1389,서울특별시 관악구,DA029 2-5S 중앙동 871-63,37.4826,126.9519,1
1390,서울특별시 관악구,DA029 3-5S 중앙동 871-63,37.4824,126.9519,1
1391,서울특별시 관악구,DA029 4-5S 중앙동 871-63,37.4825,126.9517,1
1392,서울특별시 관악구,DA029 5-5S 중앙동 871-63,37.4824,126.9518,1
1393,서울특별시 관악구,DA030 1-4RZ 중앙동 889-41,37.4834,126.9466,1
1394,서울특별시 관악구,DA030 2-4SZ 중앙동 889-41,37.4833,126.9466,1
1395,서울특별시 관악구,DA030 3-4SZ 중앙동 889-41,37.4834,126.9467,1
1396,서울특별시 관악구,DA030 4-4SZ 중앙동 889-41,37.4835,126.9466,1
1397,서울특별시 관악구,DA031 1-3S 청림동 1-233,37.491,126.9581,1
1398,서울특별시 관악구,DA031 2-3S 청림동 1-233,37.4909,126.9581,1
1399,서울특별시 관악구,DA031 3-3S 청림동 1-233,37.4909,126.958,1
1400,서울특별시 관악구,DA032 1-5RXXC 행운동 20-20 (화단앞),37.4852,126.9572,1
1401,서울특별시 관악구,DA032 2-5U 행운동 20-20 (화단앞),37.4853,126.9572,1
1402,서울특별시 관악구,DA032 3-5U 행운동 20-20 (화단앞),37.4851,126.957,1
1403,서울특별시 관악구,DA032 4-5U 행운동 20-20 (화단앞),37.4852,126.957,1
1404,서울특별시 관악구,DA032 5-5U 행운동 20-20 (화단앞),37.4852,126.9573,1
1405,서울특별시 관악구,DA033 1-1R 행운동 1690-152,37.4764,126.9659,1
1406,서울특별시 관악구,DA034 1-3S 행운동 100-352,37.481,126.9591,1
1407,서울특별시 관악구,DA034 2-3S 행운동 100-352,37.4808,126.9591,1
1408,서울특별시 관악구,DA034 3-3S 행운동 100-352,37.481,126.9591,1
1409,서울특별시 관악구,DA035 1-1R 행운동 62-13,37.4832,126.9554,1
1410,서울특별시 관악구,DA036 1-5R 행운동 1678-1,37.4801,126.9594,1
1411,서울특별시 관악구,DA036 2-5S 행운동 1678-1,37.4802,126.9593,1
1412,서울특별시 관악구,DA036 3-5S 행운동 1678-1,37.48,126.9593,1
1413,서울특별시 관악구,DA036 4-5S 행운동 1678-1,37.4801,126.9595,1
1414,서울특별시 관악구,DA036 5-5S 행운동 1678-1,37.4802,126.9594,1
1415,서울특별시 관악구,DA037 1-5R 행운동 1674-4,37.4795,126.9578,1
1416,서울특별시 관악구,DA037 2-5SC 행운동 1674-4,37.4796,126.9576,1
1417,서울특별시 관악구,DA037 3-5SC 행운동 1674-4,37.4796,126.9579,1
1418,서울특별시 관악구,DA037 4-5S 행운동 1674-4,37.4795,126.958,1
1419,서울특별시 관악구,DA037 5-5S 행운동 1674-4,37.4794,126.9578,1
1420,서울특별시 관악구,DA038 1-1R 청룡동 877-30,37.4795,126.9496,1
1421,서울특별시 관악구,DA039 1-5RX 청룡동 895-18,37.4813,126.9462,1
1422,서울특별시 관악구,DA039 2-5SZ 청룡동 895-18,37.4812,126.9462,1
1423,서울특별시 관악구,DA039 3-5SZ 청룡동 895-18,37.4814,126.9462,1
1424,서울특별시 관악구,DA039 4-5SZ 청룡동 895-18,37.4813,126.9464,1
1425,서울특별시 관악구,DA039 5-5SZ 청룡동 895-18,37.4813,126.9461,1
1426,서울특별시 관악구,DA040 1-1RZ 청룡동 1578-2,37.4777,126.9456,1
1427,서울특별시 관악구,DA041 1-5R 낙성대동 1605-6,37.4769,126.9542,1
1428,서울특별시 관악구,DA041 2-5S 낙성대동 1605-6,37.4768,126.9543,1
1429,서울특별시 관악구,DA041 3-5S 낙성대동 1605-6,37.4768,126.9542,1
1430,서울특별시 관악구,DA041 4-5S 낙성대동 1605-6,37.477,126.9542,1
1431,서울특별시 관악구,DA041 5-5S 낙성대동 1605-6,37.4769,126.9541,1
1432,서울특별시 관악구,DA042 1-5R 낙성대동 853-2,37.4804,126.9533,1
1433,서울특별시 관악구,DA042 2-5S 낙성대동 853-2,37.4805,126.9533,1
1434,서울특별시 관악구,DA042 3-5S 낙성대동 853-2,37.4803,126.9534,1
1435,서울특별시 관악구,DA042 4-5S 낙성대동 853-2,37.4802,126.9533,1
1436,서울특별시 관악구,DA042 5-5S 낙성대동 853-2,37.4804,126.9531,1
1437,서울특별시 관악구,DA043 1-4RXXC 인헌동 1631-1,37.4767,126.9626,1
1438,서울특별시 관악구,DA043 2-4U 인헌동 1631-1,37.4766,126.9625,1
1439,서울특별시 관악구,DA043 3-4U 인헌동 1631-1,37.4767,126.9625,1
1440,서울특별시 관악구,DA043 4-4U 인헌동 1631-1,37.4766,126.9627,1
1441,서울특별시 관악구,DA044 1-4R 인헌동 180-242,37.4688,126.969,1
1442,서울특별시 관악구,DA044 2-4SC 인헌동 180-242,37.4686,126.9691,1
1443,서울특별시 관악구,DA044 3-4SC 인헌동 180-242,37.4688,126.9692,1
1444,서울특별시 관악구,DA044 4-4SC 인헌동 180-242,37.4689,126.9689,1
1445,서울특별시 관악구,DA045 1-3S 인헌동 196-188,37.4725,126.963,1
1446,서울특별시 관악구,DA045 2-3S 인헌동 196-188,37.4725,126.9632,1
1447,서울특별시 관악구,DA045 3-3S 인헌동 196-188,37.4725,126.9631,1
1448,서울특별시 관악구,DA046 1-1R 남현동 1053-1,37.4754,126.9716,1
1449,서울특별시 관악구,DA047 1-1R 남현동 1078-7 (맞은편),37.4735,126.9759,1
1450,서울특별시 관악구,DA048 1-4R 신림동 1412-2,37.4849,126.9335,1
1451,서울특별시 관악구,DA048 2-4S 신림동 1412-2,37.4848,126.9332,1
1452,서울특별시 관악구,DA048 3-4S 신림동 1412-2,37.4849,126.9337,1
1453,서울특별시 관악구,DA048 4-4S 신림동 1412-2,37.4851,126.9335,1
1454,서울특별시 관악구,DA049 1-5RXXC 신림동 1463-65,37.4849,126.9255,1
1455,서울특별시 관악구,DA049 2-5U 신림동 1463-65,37.485,126.9254,1
1456,서울특별시 관악구,DA049 3-5U 신림동 1463-65,37.4847,126.9257,1
1457,서울특별시 관악구,DA049 4-5U 신림동 1463-65,37.4848,126.9253,1
1458,서울특별시 관악구,DA049 5-5U 신림동 1463-65,37.4849,126.9256,1
1459,서울특별시 관악구,DA050 1-1R 신사동 465-46,37.4833,126.9215,1
1460,서울특별시 관악구,DA051 1-3S 신사동 512-6,37.4845,126.9168,1
1461,서울특별시 관악구,DA051 2-3S 신사동 512-6,37.4845,126.9169,1
1462,서울특별시 관악구,DA051 3-3S 신사동 512-6,37.4844,126.9168,1
1463,서울특별시 관악구,DA052 1-5RXXC 조원동 1655-14,37.4828,126.9024,1
1464,서울특별시 관악구,DA052 2-5S 조원동 1655-14,37.4829,126.9025,1
1465,서울특별시 관악구,DA052 3-5S 조원동 1655-14,37.4827,126.9025,1
1466,서울특별시 관악구,DA052 4-5S 조원동 1655-14,37.4828,126.9023,1
1467,서울특별시 관악구,DA052 5-5S 조원동 1655-14,37.4827,126.9024,1
1468,서울특별시 관악구,DA053 1-5R 조원동 1667-22 (농협앞),37.4797,126.9024,1
1469,서울특별시 관악구,DA053 2-5S 조원동 1667-22 (농협앞),37.4797,126.9021,1
1470,서울특별시 관악구,DA053 3-5S 조원동 1667-22 (농협앞),37.4796,126.9024,1
1471,서울특별시 관악구,DA053 4-5S 조원동 1667-22 (농협앞),37.4798,126.9025,1
1472,서울특별시 관악구,DA053 5-5S 조원동 1667-22 (농협앞),37.4799,126.9023,1
1473,서울특별시 관악구,DA054 1-5RZ 미성동 산197-61,37.4778,126.9165,1
1474,서울특별시 관악구,DA054 2-5SZ 미성동 산197-61,37.4779,126.9165,1
1475,서울특별시 관악구,DA054 3-5SZ 미성동 산197-61,37.4778,126.9164,1
1476,서울특별시 관악구,DA054 4-5SZ 미성동 산197-61,37.4777,126.9166,1
1477,서울특별시 관악구,DA054 5-5SZ 미성동 산197-61,37.4779,126.9167,1
1478,서울특별시 관악구,DA055 1-5R 미성동 598-337(성진리치빌 앞),37.4759,126.9209,1
1479,서울특별시 관악구,DA055 2-5S 미성동 598-337(성진리치빌 앞),37.4759,126.9209,1
1480,서울특별시 관악구,DA055 3-5S 미성동 598-337(성진리치빌 앞),37.4758,126.921,1
1481,서울특별시 관악구,DA055 4-5S 미성동 598-337(성진리치빌 앞),37.4759,126.921,1
1482,서울특별시 관악구,DA055 5-5S 미성동 598-337(성진리치빌 앞),37.4758,126.9208,1
1483,서울특별시 관악구,DA056 1-4R 미성동 1563-85,37.4744,126.9163,1
1484,서울특별시 관악구,DA056 2-4S 미성동 1563-85,37.4744,126.9163,1
1485,서울특별시 관악구,DA056 3-4S 미성동 1563-85,37.4745,126.9163,1
1486,서울특별시 관악구,DA056 4-4S 미성동 1563-85,37.4745,126.9161,1
1487,서울특별시 관악구,DA057 1-3S 미성동 744-16,37.4739,126.9126,1
1488,서울특별시 관악구,DA057 2-3S 미성동 744-16,37.4738,126.9127,1
1489,서울특별시 관악구,DA057 3-3S 미성동 744-16,37.4739,126.9126,1
1490,서울특별시 관악구,DA058 1-2S 미성동 729,37.4737,126.916,1
1491,서울특별시 관악구,DA058 2-2S 미성동 729,37.4737,126.9159,1
1492,서울특별시 관악구,DA059 1-4SZ 난곡동 610-382,37.4763,126.9241,1
1493,서울특별시 관악구,DA059 2-4SZ 난곡동 610-382,37.4763,126.924,1
1494,서울특별시 관악구,DA059 3-4SZ 난곡동 610-382,37.4764,126.9241,1
1495,서울특별시 관악구,DA059 4-4SZ 난곡동 610-382,37.4764,126.924,1
1496,서울특별시 관악구,DA060 1-4RXCL 난곡동 637-8,37.4706,126.9204,1
1497,서울특별시 관악구,DA060 2-4S 난곡동 637-8,37.4706,126.9207,1
1498,서울특별시 관악구,DA060 3-4S 난곡동 637-8,37.4707,126.9203,1
1499,서울특별시 관악구,DA060 4-4S 난곡동 637-8,37.4706,126.9206,1
1500,서울특별시 관악구,DA061 1-1R 난곡동 697-18 (맞은편),37.4675,126.9198,1
1501,서울특별시 관악구,DA061 2-4S 난곡동 697-18(맞은편),37.4674,126.9199,1
1502,서울특별시 관악구,DA061 3-4S 난곡동 697-18(맞은편),37.4674,126.9198,1
1503,서울특별시 관악구,DA061 4-4S 난곡동 697-18(맞은편),37.4675,126.9198,1
1504,서울특별시 관악구,DA062 1-3S 난곡동 646-141,37.4681,126.9244,1
1505,서울특별시 관악구,DA062 2-3S 난곡동 646-141,37.4682,126.9245,1
1506,서울특별시 관악구,DA062 3-3S 난곡동 646-141,37.4681,126.9244,1
1507,서울특별시 관악구,DA063 1-4R 난곡동 652-164,37.4673,126.9225,1
1508,서울특별시 관악구,DA063 2-4S 난곡동 652-164,37.4672,126.9226,1
1509,서울특별시 관악구,DA063 3-4S 난곡동 652-164,37.4672,126.9224,1
1510,서울특별시 관악구,DA063 4-4S 난곡동 652-164,37.4674,126.9224,1
1511,서울특별시 관악구,DA064 1-4R 난곡동 693-8,37.4664,126.9196,1
1512,서울특별시 관악구,DA064 2-4S 난곡동 693-8,37.4664,126.9197,1
1513,서울특별시 관악구,DA064 3-4S 난곡동 693-8,37.4665,126.9197,1
1514,서울특별시 관악구,DA064 4-4S 난곡동 693-8,37.4664,126.9196,1
1515,서울특별시 관악구,DA065 1-4R 난향동 675-312,37.4607,126.9154,1
1516,서울특별시 관악구,DA065 2-4SZ 난향동 675-312,37.4607,126.9153,1
1517,서울특별시 관악구,DA065 3-4SZ 난향동 675-312,37.4606,126.9153,1
1518,서울특별시 관악구,DA065 4-4SZ 난향동 675-312,37.4608,126.9154,1
1519,서울특별시 관악구,DA066 1-3S 난향동 685-49,37.4653,126.9188,1
1520,서울특별시 관악구,DA066 2-3S 난향동 685-49,37.4653,126.9189,1
1521,서울특별시 관악구,DA066 3-3S 난향동 685-49,37.4654,126.9187,1
1522,서울특별시 관악구,DA067 1-5RXC 서원동 10-388,37.4847,126.9357,1
1523,서울특별시 관악구,DA067 2-5S 서원동 10-388,37.4848,126.9357,1
1524,서울특별시 관악구,DA067 3-5S 서원동 10-388,37.4846,126.9359,1
1525,서울특별시 관악구,DA067 4-5S 서원동 10-388,37.4845,126.9357,1
1526,서울특별시 관악구,DA067 5-5S 서원동 10-388,37.4847,126.9355,1
1527,서울특별시 관악구,DA068 1-4RXC 행운동 1724-2,37.4836,126.9596,1
1528,서울특별시 관악구,DA068 2-4U 행운동 1724-2,37.4835,126.9595,1
1529,서울특별시 관악구,DA068 3-4S 행운동 1724-2,37.4836,126.9597,1
1530,서울특별시 관악구,DA068 4-4S 행운동 1724,37.4837,126.9595,1
1531,서울특별시 관악구,DA069 1-5RL 서원동 92-296,37.4799,126.935,1
1532,서울특별시 관악구,DA069 2-5S 서원동 92-296,37.4798,126.9351,1
1533,서울특별시 관악구,DA069 3-5S 서원동 92-296,37.48,126.935,1
1534,서울특별시 관악구,DA069 4-5S 서원동 92-296,37.4799,126.9349,1
1535,서울특별시 관악구,DA069 5-5S 서원동 92-296,37.4799,126.9351,1
1536,서울특별시 관악구,DA070 1-4R 신원동 1578-42 (LB003앞),37.4831,126.925,1
1537,서울특별시 관악구,DA070 2-4SC 신원동 1578-42 (LB003앞),37.4831,126.9251,1
1538,서울특별시 관악구,DA070 3-4S 신원동 1578-42 (LB003앞),37.4831,126.925,1
1539,서울특별시 관악구,DA070 4-4SC 신원동 1578-42 (LB003앞),37.483,126.925,1
1540,서울특별시 관악구,DA071 1-5RZ 신원동 1590-1,37.4829,126.9259,1
1541,서울특별시 관악구,DA071 2-5SZ 신원동 1590-1,37.483,126.9259,1
1542,서울특별시 관악구,DA071 3-5SZ 신원동 1590-1,37.483,126.926,1
1543,서울특별시 관악구,DA071 4-5SZ 신원동 1590-1,37.4828,126.926,1
1544,서울특별시 관악구,DA071 5-5SZ 신원동 1590-1,37.4828,126.9259,1
1545,서울특별시 관악구,DA072 1-4R 신원동 433-9,37.4789,126.9253,1
1546,서울특별시 관악구,DA072 2-4S 신원동 433-9,37.4789,126.9252,1
1547,서울특별시 관악구,DA072 3-4S 신원동 433-9,37.4789,126.9253,1
1548,서울특별시 관악구,DA072 4-4S 신원동 433-9,37.4789,126.9254,1
1549,서울특별시 관악구,DA073 1-1R 신원동 1635-44,37.4805,126.9287,1
1550,서울특별시 관악구,DA074 1-1RL 서림동 105-29,37.4739,126.9391,1
1551,서울특별시 관악구,DA075 1-5RXC 서림동 103-202,37.4709,126.9409,1
1552,서울특별시 관악구,DA075 2-5U 서림동 103-202,37.4709,126.941,1
1553,서울특별시 관악구,DA075 3-5UC 서림동 103-202,37.4709,126.9408,1
1554,서울특별시 관악구,DA075 4-5UC 서림동 103-202,37.471,126.9408,1
1555,서울특별시 관악구,DA075 5-5U 서림동 103-202,37.4709,126.9404,1
1556,서울특별시 관악구,DA076 1-4R 서림동 408-122,37.4752,126.935,1
1557,서울특별시 관악구,DA076 2-4S 서림동 408-122,37.4751,126.935,1
1558,서울특별시 관악구,DA076 3-4S 서림동 408-122,37.4752,126.935,1
1559,서울특별시 관악구,DA076 4-4S 서림동 408-122,37.4752,126.9349,1
1560,서울특별시 관악구,DA077 1-1R 서림동 102-29,37.4737,126.9415,1
1561,서울특별시 관악구,DA078 1-1R 삼성동 306-115,37.4636,126.9332,1
1562,서울특별시 관악구,DA080 1-1R 삼성동 378-1,37.4726,126.93,1
1563,서울특별시 관악구,DA081 1-1R 삼성동 401-18,37.4741,126.9312,1
1564,서울특별시 관악구,DA082 1-1RZ 대학동 1522-11,37.4698,126.9354,1
1565,서울특별시 관악구,DA083 1-1R 대학동 산28-9,37.4644,126.9402,1
1566,서울특별시 관악구,DA084 1-1R 대학동 255-51,37.4665,126.9363,1
1567,서울특별시 관악구,DB001 1-3R 보라매동 645-132,37.488,126.9373,1
1568,서울특별시 관악구,DB001 2-3S 보라매동 645-132,37.488,126.9373,1
1569,서울특별시 관악구,DB001 3-3SC 보라매동 645-132,37.4881,126.9372,1
1570,서울특별시 관악구,DB002 1-4RZ 보라매동 715-100,37.4935,126.9301,1
1571,서울특별시 관악구,DB002 2-4SCZ 보라매동 715-100,37.4935,126.93,1
1572,서울특별시 관악구,DB002 3-4SCZ 보라매동 715-100,37.4934,126.9301,1
1573,서울특별시 관악구,DB002 4-4SCZ 보라매동 715-100,37.4935,126.9301,1
1574,서울특별시 관악구,DB004 1-4R 은천동 908-6,37.4843,126.9442,1
1575,서울특별시 관악구,DB004 2-4SC 은천동 908-6,37.4843,126.9442,1
1576,서울특별시 관악구,DB004 3-4SC 은천동 908-6,37.4843,126.9443,1
1577,서울특별시 관악구,DB004 4-4SC 은천동 908-6,37.4843,126.9442,1
1578,서울특별시 관악구,DB005 1-1RLZ 은천동 902-23,37.4861,126.9441,1
1579,서울특별시 관악구,DB006 1-1R 은천동 635-356,37.4879,126.9416,1
1580,서울특별시 관악구,DB007 1-4R 은천동 931-11,37.4835,126.941,1
1581,서울특별시 관악구,DB007 2-4S 은천동 931-11,37.4834,126.9411,1
1582,서울특별시 관악구,DB007 3-4SC 은천동 931-11,37.4834,126.941,1
1583,서울특별시 관악구,DB007 4-4SC 은천동 931-11,37.4835,126.941,1
1584,서울특별시 관악구,DB008 1-4R 성현동 41-27,37.4878,126.9555,1
1585,서울특별시 관악구,DB008 2-4SCZ 성현동 41-27,37.4877,126.9555,1
1586,서울특별시 관악구,DB008 3-4SCZ 성현동 41-27,37.4878,126.9554,1
1587,서울특별시 관악구,DB008 4-4SCZ 성현동 41-27,37.4878,126.9555,1
1588,서울특별시 관악구,DB009 1-1RX 성현동 484-7,37.4901,126.9467,1
1589,서울특별시 관악구,DB010 1-1R 성현동 468-1,37.4882,126.9487,1
1590,서울특별시 관악구,DB011 1-1R 성현동 41-154,37.4872,126.9536,1
1591,서울특별시 관악구,DB012 1-1R 중앙동 56-99,37.4839,126.953,1
1592,서울특별시 관악구,DB013 1-5R 중앙동 872-5,37.4834,126.9494,1
1593,서울특별시 관악구,DB013 2-5SC 중앙동 872-5,37.4834,126.9494,1
1594,서울특별시 관악구,DB013 3-5SC 중앙동 872-5,37.4834,126.9494,1
1595,서울특별시 관악구,DB013 4-5SC 중앙동 872-5,37.4834,126.9494,1
1596,서울특별시 관악구,DB013 5-5S 중앙동 872-5,37.4834,126.9494,1
1597,서울특별시 관악구,DB014 1-2SC 중앙동 41-555,37.4858,126.9524,1
1598,서울특별시 관악구,DB014 2-2S 중앙동 41-555,37.4859,126.9524,1
1599,서울특별시 관악구,DB015 1-4R 청림동 1-727,37.4907,126.9587,1
1600,서울특별시 관악구,DB015 2-4SC 청림동 1-727,37.4907,126.9587,1
1601,서울특별시 관악구,DB015 3-4SC 청림동 1-727,37.4907,126.9587,1
1602,서울특별시 관악구,DB015 4-4S 청림동 1-727,37.4906,126.9587,1
1603,서울특별시 관악구,DB016 1-1R 청림동 14-36,37.4881,126.9582,1
1604,서울특별시 관악구,DB017 1-1RXL 행운동 35-2,37.4845,126.9561,1
1605,서울특별시 관악구,DB017 2-2S 행운동 35-2,37.4847,126.9561,1
1606,서울특별시 관악구,DB018 1-2R 행운동 100-223,37.4821,126.9603,1
1607,서울특별시 관악구,DB018 2-2S 행운동 100-223,37.482,126.9602,1
1608,서울특별시 관악구,DB019 1-4R 행운동 852-5,37.4812,126.9535,1
1609,서울특별시 관악구,DB019 2-4S 행운동 852-5,37.4812,126.9534,1
1610,서울특별시 관악구,DB019 3-4S 행운동 852-5,37.4811,126.9536,1
1611,서울특별시 관악구,DB019 4-4S 행운동 852-5,37.4813,126.9535,1
1612,서울특별시 관악구,DB020 1-4R 보라매동 969-24,37.4885,126.9312,1
1613,서울특별시 관악구,DB020 2-4SC 보라매동 969-24,37.4885,126.9313,1
1614,서울특별시 관악구,DB020 3-4S 보라매동 969-24,37.4885,126.9313,1
1615,서울특별시 관악구,DB020 4-4SC 보라매동 969-24,37.4885,126.9312,1
1616,서울특별시 관악구,DB021 1-5R 청룡동 878-7,37.4796,126.9485,1
1617,서울특별시 관악구,DB021 2-5SC 청룡동 878-7,37.4796,126.9486,1
1618,서울특별시 관악구,DB021 3-5SC 청룡동 878-7,37.4797,126.9485,1
1619,서울특별시 관악구,DB021 4-5SC 청룡동 878-7,37.4796,126.9486,1
1620,서울특별시 관악구,DB021 5-5SC 청룡동 878-7,37.4796,126.9485,1
1621,서울특별시 관악구,DB022 1-1R 청룡동 913-42,37.4816,126.9454,1
1622,서울특별시 관악구,DB023 1-4R 청룡동 1527-3,37.4817,126.9418,1
1623,서울특별시 관악구,DB023 2-4U 청룡동 1527-3,37.4818,126.9418,1
1624,서울특별시 관악구,DB023 3-4UC 청룡동 1527-3,37.4817,126.9419,1
1625,서울특별시 관악구,DB023 4-4U 청룡동 1527-3,37.4818,126.9418,1
1626,서울특별시 관악구,DB024 1-5R 낙성대동 1597-10,37.4781,126.9535,1
1627,서울특별시 관악구,DB024 2-5S 낙성대동 1597-10,37.4782,126.9535,1
1628,서울특별시 관악구,DB024 3-5S 낙성대동 1597-10,37.478,126.9535,1
1629,서울특별시 관악구,DB024 4-5S 낙성대동 1597-10,37.4781,126.9533,1
1630,서울특별시 관악구,DB024 5-5S 낙성대동 1597-10,37.4781,126.9536,1
1631,서울특별시 관악구,DB025 1-5R 낙성대동 1603-3,37.4791,126.9536,1
1632,서울특별시 관악구,DB025 2-5S 낙성대동 1603-3,37.4791,126.9537,1
1633,서울특별시 관악구,DB025 3-5SC 낙성대동 1603-3,37.4791,126.9536,1
1634,서울특별시 관악구,DB025 4-5S 낙성대동 1603-3,37.4791,126.9536,1
1635,서울특별시 관악구,DB025 5-5SC 낙성대동 1603-3,37.4792,126.9536,1
1636,서울특별시 관악구,DB026 1-1RZ 낙성대동 1602-34,37.4793,126.9549,1
1637,서울특별시 관악구,DB027 1-4RL 인헌동 1636-2,37.4748,126.9652,1
1638,서울특별시 관악구,DB027 2-4S 인헌동 1636-2,37.4748,126.9653,1
1639,서울특별시 관악구,DB027 3-4S 인헌동 1636-2,37.4748,126.9652,1
1640,서울특별시 관악구,DB027 4-4S 인헌동 1636-2,37.4748,126.9652,1
1641,서울특별시 관악구,DB028 1-1R 인헌동 1651-20,37.4741,126.9694,1
1642,서울특별시 관악구,DB029 1-4R 인헌동 178-274,37.4718,126.9688,1
1643,서울특별시 관악구,DB029 2-4S 인헌동 178-274,37.4717,126.9689,1
1644,서울특별시 관악구,DB029 3-4S 인헌동 178-274,37.4718,126.9688,1
1645,서울특별시 관악구,DB029 4-4SC 인헌동 178-274,37.4717,126.9688,1
1646,서울특별시 관악구,DB030 1-4R 인헌동 1646-50,37.4721,126.9694,1
1647,서울특별시 관악구,DB030 2-4SC 인헌동 1646-50,37.4721,126.9694,1
1648,서울특별시 관악구,DB030 3-4SC 인헌동 1646-50,37.4721,126.9693,1
1649,서울특별시 관악구,DB030 4-4SC 인헌동 1646-50,37.4721,126.9693,1
1650,서울특별시 관악구,DB031 1-4R 남현동 1072-60,37.473,126.9727,1
1651,서울특별시 관악구,DB031 2-4SC 남현동 1072-60,37.4729,126.9727,1
1652,서울특별시 관악구,DB031 3-4SC 남현동 1072-60,37.473,126.9727,1
1653,서울특별시 관악구,DB031 4-4SC 남현동 1072-60,37.473,126.9728,1
1654,서울특별시 관악구,DB032 1-4R 남현동 602-237,37.4733,126.9809,1
1655,서울특별시 관악구,DB032 2-4SC 남현동 602-237,37.4733,126.9809,1
1656,서울특별시 관악구,DB032 3-4SC 남현동 602-237,37.4734,126.9809,1
1657,서울특별시 관악구,DB032 4-4SC 남현동 602-237,37.4733,126.981,1
1658,서울특별시 관악구,DB033 1-4RZ 남현동 1086-1,37.4748,126.9777,1
1659,서울특별시 관악구,DB033 2-4SCZ 남현동 1086-1,37.4748,126.9778,1
1660,서울특별시 관악구,DB033 3-4SCZ 남현동 1086-1,37.4748,126.9776,1
1661,서울특별시 관악구,DB033 4-4SCZ 남현동 1086-1,37.4747,126.9777,1
1662,서울특별시 관악구,DB034 1-1R 신림동 1451-8,37.4883,126.9251,1
1663,서울특별시 관악구,DB035 1-1R 신림동 1429-29,37.4891,126.9273,1
1664,서울특별시 관악구,DB036 1-1R 신림동 1413-1,37.486,126.9335,1
1665,서울특별시 관악구,DB037 1-1R 신사동 480-15,37.4859,126.9198,1
1666,서울특별시 관악구,DB038 2-5S 신사동 462-5,37.4864,126.9227,1
1667,서울특별시 관악구,DB038 3-5S 신사동 462-5,37.4864,126.9229,1
1668,서울특별시 관악구,DB038 4-5S 신사동 462-5,37.4866,126.9228,1
1669,서울특별시 관악구,DB038 5-5S 신사동 462-5,37.4865,126.923,1
1670,서울특별시 관악구,DB039 1-5R 신사동 527-2,37.4819,126.9145,1
1671,서울특별시 관악구,DB039 2-5S 신사동 527-2,37.4821,126.9144,1
1672,서울특별시 관악구,DB039 3-5S 신사동 527-2,37.482,126.9148,1
1673,서울특별시 관악구,DB039 4-5S 신사동 527-2,37.4817,126.9145,1
1674,서울특별시 관악구,DB039 5-5S 신사동 527-2,37.4819,126.9142,1
1675,서울특별시 관악구,DB040 1-4R 조원동 1650-13,37.4835,126.9074,1
1676,서울특별시 관악구,DB040 2-4S 조원동 1650-13,37.4836,126.9073,1
1677,서울특별시 관악구,DB040 3-4S 조원동 1650-13,37.4836,126.9075,1
1678,서울특별시 관악구,DB040 4-4UC 조원동 1650-13,37.4834,126.9073,1
1679,서울특별시 관악구,DB041 1-1R 조원동 570-8,37.4824,126.9064,1
1680,서울특별시 관악구,DB042 1-1R 조원동 1648(9동앞),37.4847,126.9055,1
1681,서울특별시 관악구,DB043 1-1R 미성동 607-22,37.4746,126.9178,1
1682,서울특별시 관악구,DB044 1-5R 미성동 598-11,37.478,126.9212,1
1683,서울특별시 관악구,DB044 2-5S 미성동 598-11,37.4781,126.9211,1
1684,서울특별시 관악구,DB044 3-5S 미성동 598-11,37.478,126.9211,1
1685,서울특별시 관악구,DB044 4-5S 미성동 598-11,37.478,126.9212,1
1686,서울특별시 관악구,DB044 5-5S 미성동 598-11,37.478,126.9212,1
1687,서울특별시 관악구,DB045 1-5R 미성동 744-3,37.4734,126.9127,1
1688,서울특별시 관악구,DB045 2-5SC 미성동 744-3,37.4734,126.9128,1
1689,서울특별시 관악구,DB045 3-5SC 미성동 744-3,37.4734,126.9126,1
1690,서울특별시 관악구,DB045 4-5SC 미성동 744-3,37.4735,126.9127,1
1691,서울특별시 관악구,DB045 5-5S 미성동 744-3,37.4734,126.9127,1
1692,서울특별시 관악구,DB046 1-4R 미성동 610-386,37.4767,126.9233,1
1693,서울특별시 관악구,DB046 2-4SC 미성동 610-386,37.4766,126.9234,1
1694,서울특별시 관악구,DB046 3-4S 미성동 610-386,37.4767,126.9234,1
1695,서울특별시 관악구,DB046 4-4S 미성동 610-386,37.4767,126.9233,1
1696,서울특별시 관악구,DB047 1-4R 난곡동 610-77,37.4751,126.9205,1
1697,서울특별시 관악구,DB047 2-4SC 난곡동 610-77,37.4751,126.9206,1
1698,서울특별시 관악구,DB047 3-4SC 난곡동 610-77,37.4751,126.9205,1
1699,서울특별시 관악구,DB047 4-4SC 난곡동 610-77,37.4751,126.9206,1
1700,서울특별시 관악구,DB048 1-1R 난곡동 646-258,37.4696,126.9248,1
1701,서울특별시 관악구,DB049 1-3SCZ 난곡동 652-13,37.4672,126.924,1
1702,서울특별시 관악구,DB049 2-3SZ 난곡동 652-13,37.4672,126.9239,1
1703,서울특별시 관악구,DB049 3-3SCZ 난곡동 652-13,37.4673,126.9238,1
1704,서울특별시 관악구,DB050 1-4R 난곡동 654-6,37.4686,126.9213,1
1705,서울특별시 관악구,DB050 2-4SC 난곡동 654-6,37.4686,126.9212,1
