name,lat,lng,address
시흥3치안센터,37.4457684159804,126.902627848912,서울 금천구 시흥대로37길 18
백산지구대,37.4510849922807,126.912611563465,서울 금천구 탑골로2길 37
금천파출소,37.4542428213825,126.899841076791,서울 금천구 시흥대로57길 45
시흥본치안센터,37.455532178238265,126.90419750838856,서울 금천구 금하로11길 40
난우파출소,37.4611089687793,126.91924160049,서울 관악구 난곡로 64
문성지구대,37.4695305798245,126.903442601894,서울 금천구 독산로76길 20
삼성동자율방범초소,37.47144223875752,126.93139881604715,서울 관악구 신림동 808-653
관악산지구대,37.4738302640911,126.935208684855,서울 관악구 신림로 178
서울관악경찰서,37.4745875338795,126.951062346192,서울 관악구 관악로5길 33
서울관악경찰서 민원봉사실,37.4743823586248,126.951681999452,서울 관악구 관악로5길 33
관악경찰서 주차장1,37.4744543467285,126.951455850891,서울 관악구 관악로5길 33
관악경찰서 주차장2,37.4743531341786,126.950732390234,서울 관악구 관악로5길 33
서울관악경찰서 전기차충전소,37.47429867029199,126.95194093982948,서울 관악구 관악로5길 33
서울관악경찰서 교통센터,37.4765808404114,126.951725805801,서울 관악구 관악로5길 84
남현파출소,37.4746964992203,126.977819298974,서울 관악구 남현1가길 29
서울방배경찰서 교통센터,37.476846123368,126.98203221309409,서울 서초구 방배동 443-12
미성파출소,37.4799411571221,126.91561700552,서울 관악구 난곡로64가길 31
서울관악경찰서 신림지구대 서원동자율방범대,37.4784541953289,126.931914730573,서울 관악구 신림동 808-408
청룡2치안센터,37.47822034715956,126.94106688859446,서울 관악구 참숯1길 33
낙성대지구대,37.478393234262754,126.95763300105594,서울 관악구 봉천로 540
사당지구대,37.48078308592406,126.97929294145463,서울 동작구 사당로28길 44
남태령지구대,37.47950862213365,126.98213672023319,서울 서초구 방배동 442-4
서원치안센터,37.4818963078228,126.929286300588,서울 관악구 신원로 36
신림지구대,37.4840034184996,126.933336581695,서울 관악구 남부순환로188길 12
서울방배경찰서 (2026년 예정),37.48155944749938,126.98300906928465,서울 서초구 방배천로 54
방배경찰서 개방화장실,37.4815990873344,126.982977402982,서울 서초구 방배천로 54
신대방지구대,37.4866265397361,126.905939789511,서울 동작구 신대방1다길 24
신사지구대,37.4872851551182,126.914197626872,서울 관악구 신사로 106
당곡지구대,37.488301942358206,126.93143767595832,서울 관악구 봉천로 269
구암지구대,37.4871611068151,126.94490651575671,서울 관악구 은천로 93
대림지구대,37.4934285834163,126.898721300206,서울 영등포구 대림로23길 16-1
서울방배경찰서 임시청사,37.4946853706264,126.98328653851254,서울 서초구 동작대로 204
서울방배경찰서 종합민원실,37.4946898758209,126.983287668325,서울 서초구 동작대로 204
