표찰번호,행정동,지번,설치일자,등주형태,램프종류,총등수,기준일자
노량진로14=1,노량진1동,152-7,2016-08-30,전용주(강관),LED일체형,2,2024-07-29
노량진로15-1,노량진1동,24532,2016-08-23,전용주(강관),LED일체형,1,2024-07-29
노량진로15-2,노량진1동,24532,2018-11-27,전용주(강관),LED일체형,2,2024-07-29
노량진로15-3,노량진1동,24532,2016-08-23,전용주(강관),LED일체형,1,2024-07-29
노량진로15-4,노량진1동,24532,2016-08-23,전용주(강관),LED일체형,1,2024-07-29
노량진로15-5,노량진1동,22221,2016-08-23,전용주(강관),LED일체형,1,2024-07-29
노량진로15-5-1,노량진1동,22221,2016-08-23,전용주(강관),LED일체형,1,2024-07-29
노량진로15-6,노량진1동,22221,2016-08-23,전용주(강관),LED일체형,1,2024-07-29
노량진로15-7,노량진1동,22221,2016-08-23,전용주(강관),LED일체형,1,2024-07-29
노량진로15-10,노량진2동,14946,2016-08-23,전용주(강관),LED일체형,1,2024-07-29
노량진로15-11,노량진2동,14946,2016-08-23,전용주(강관),LED일체형,1,2024-07-29
노량진로15-12,노량진2동,14946,2018-12-11,전용주(강관),LED일체형,1,2024-07-29
노량진로15=8,노량진1동,22221,2016-08-23,전용주(강관),LED일체형,1,2024-07-29
노량진로15=9,노량진2동,14946,2016-08-23,전용주(강관),LED일체형,2,2024-07-29
노량진로15=13,노량진2동,14946,2016-08-23,전용주(강관),LED일체형,2,2024-07-29
노량진로16-1,노량진2동,14946,2016-08-23,전용주(강관),LED일체형,3,2024-07-29
노량진로16-2,노량진2동,14946,2016-08-23,전용주(강관),LED일체형,3,2024-07-29
노량진로16-3,노량진2동,14946,2016-08-23,전용주(강관),LED일체형,3,2024-07-29
노량진로16-4,노량진2동,14946,2016-08-23,전용주(강관),LED일체형,3,2024-07-29
노량진로16-5,노량진2동,40-90,2016-08-23,전용주(강관),LED일체형,3,2024-07-29
노량진로16-6,노량진2동,45436,2016-08-23,전용주(강관),LED일체형,3,2024-07-29
노량진로16-7,노량진2동,45436,2016-08-23,전용주(강관),LED일체형,3,2024-07-29
노량진로16-8,노량진2동,45436,2016-08-23,전용주(강관),LED일체형,3,2024-07-29
노량진로16-9,노량진2동,45436,2016-08-23,전용주(강관),LED일체형,3,2024-07-29
노량진로16-10,노량진2동,45436,2016-08-23,전용주(강관),LED일체형,3,2024-07-29
노량진로16-11,노량진2동,45436,2016-08-23,전용주(강관),LED일체형,3,2024-07-29
노량진로16-12,노량진2동,45436,2016-08-23,전용주(강관),LED일체형,3,2024-07-29
노량진로16-13,노량진2동,45436,2016-08-23,전용주(강관),LED일체형,3,2024-07-29
노량진로16-14,대방동,26724,2016-08-23,전용주(강관),LED일체형,3,2024-07-29
노량진로16-15,대방동,71-16,2016-08-23,전용주(강관),LED일체형,3,2024-07-29
노량진로16-16,대방동,17593,2016-08-23,전용주(강관),LED일체형,3,2024-07-29
노량진로16-17,대방동,17593,2016-08-23,전용주(강관),LED일체형,3,2024-07-29
노량진로16-18,대방동,17593,2016-08-23,전용주(강관),LED일체형,3,2024-07-29
노량진로16-19,대방동,17593,2016-08-23,전용주(강관),LED일체형,3,2024-07-29
노량진로16=20,대방동,18963,2016-08-23,전용주(강관),LED일체형,4,2024-07-29
노량진로17-2,대방동,19756,2016-08-16,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
노량진로17-3,대방동,54-25,2016-08-16,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
노량진로17-4,대방동,19756,2016-08-16,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
노량진로17-5,대방동,19756,2016-08-16,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
노량진로17-6,대방동,23163,2016-08-16,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
노량진로17-7,대방동,23163,2016-08-16,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
노량진로17-8,대방동,23712,2016-08-16,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
노량진로17-9,대방동,23712,2016-08-16,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
노량진로17-10,대방동,23712,2016-08-16,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
노량진로17-11,대방동,23712,2018-11-27,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
노량진로17-12,대방동,23529,2018-11-27,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
노량진로17-13,대방동,106-11,2016-08-16,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
노량진로17-14,대방동,106-11,2016-08-16,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
노량진로17-15,대방동,106-11,2016-08-16,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
노량진로17-16,대방동,118-5,2016-08-16,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
노량진로17=1,대방동,68-84,2016-08-16,"전용주(테파),전용주(팔각)",LED일체형,4,2024-07-29
노량진로23가길1-1,노량진1동,494-1,2018-12-16,강판주,LED일체형,1,2024-07-29
노량진로23가길1-2,노량진1동,494-1,2018-12-16,강판주,LED일체형,1,2024-07-29
노량진로23가길1-3,노량진1동,494-1,2018-12-16,강판주,LED일체형,1,2024-07-29
노량진로23가길1-4,노량진1동,494-1,2018-12-16,강판주,LED일체형,1,2024-07-29
노량진로23가길1-5,노량진1동,494-1,2018-12-16,강판주,LED일체형,1,2024-07-29
노량진로23가길1-6,노량진1동,494-1,2018-12-16,강판주,LED일체형,1,2024-07-29
노량진로23가길1-7,노량진1동,494-1,2018-12-16,강판주,LED일체형,1,2024-07-29
노량진로23가길1-8,노량진1동,494-1,2018-12-16,강판주,LED일체형,1,2024-07-29
노량진로23가길1-9,노량진1동,258-40,2018-12-16,강판주,LED일체형,1,2024-07-29
노량진로23가길1-10,노량진1동,258-40,2018-12-16,강판주,LED일체형,1,2024-07-29
노량진로23가길1-11,노량진1동,258-87,2018-12-16,강판주,LED일체형,1,2024-07-29
노량진로23가길1-12,노량진1동,494-10,2018-12-16,강판주,LED일체형,1,2024-07-29
노량진로23가길1-13,노량진1동,494-10,2018-12-16,강판주,LED일체형,1,2024-07-29
노량진로23가길1-14,노량진1동,317,2016-09-28,강판주,LED일체형,1,2024-07-29
노량진로23가길1-15,노량진1동,494,2018-12-16,강판주,LED일체형,1,2024-07-29
노량진로23길1-1,노량진1동,230-4,2016-12-15,강판주,LED일체형,1,2024-07-29
노량진로23길1-2,노량진1동,258-68,2018-12-16,강판주,LED일체형,1,2024-07-29
노량진로23길1-3,노량진1동,258-68,2018-12-16,강판주,LED일체형,1,2024-07-29
노량진로23길1-4,노량진1동,258-68,2016-12-15,강판주,LED일체형,1,2024-07-29
노량진로23길1-5,노량진1동,258-62,2016-12-15,강판주,LED일체형,1,2024-07-29
노량진로23길1-6,노량진1동,258-68,2016-12-15,강판주,LED일체형,1,2024-07-29
노량진로23길1-7,노량진1동,258-68,2018-12-16,강판주,LED일체형,1,2024-07-29
노량진로23길1-8,노량진1동,258-68,2016-12-15,강판주,LED일체형,1,2024-07-29
노량진로23길1-9,노량진1동,258-68,2016-12-15,강판주,LED일체형,1,2024-07-29
노량진로23길1-10,노량진1동,258-24,2016-12-15,강판주,LED일체형,1,2024-07-29
노량진로버스1-6,대방동,17593,2020-08-24,전용주,LED소켓형,2,2024-07-29
노량진로버스 1-2,대방동,19756,2020-08-24,전용주,LED소켓형,2,2024-07-29
노량진로버스 1-3,대방동,19756,2020-08-24,전용주,LED소켓형,2,2024-07-29
노량진로버스 1-5,대방동,17593,2020-08-24,신호통합주,LED일체형,2,2024-07-29
노량진로버스 1-7,대방동,17593,2020-08-24,전용주,LED소켓형,2,2024-07-29
노량진로버스 1=1,대방동,19756,2020-08-24,전용주,LED일체형,5,2024-07-29
노량진로버스 1=4,대방동,19756,2020-08-24,신호통합주,LED일체형,2,2024-07-29
노량진로버스 1=8,대방동,17593,2020-08-24,전용주,LED일체형,4,2024-07-29
노량진로버스 2-2,노량진2동,14946,2020-08-24,전용주,LED소켓형,2,2024-07-29
노량진로버스 2-3,노량진2동,14946,2020-08-24,전용주,LED소켓형,2,2024-07-29
노량진로버스 2-6,노량진2동,14946,2020-08-24,전용주,LED소켓형,2,2024-07-29
노량진로버스 2-7,노량진2동,14946,2020-08-24,전용주,LED소켓형,2,2024-07-29
노량진로버스 2=1,노량진2동,14946,2020-08-24,전용주,LED일체형,4,2024-07-29
노량진로버스 2=4,노량진2동,14946,2019-11-12,신호통합주,LED일체형,2,2024-07-29
노량진로버스 2=5,노량진2동,14946,2020-08-24,신호통합주,LED일체형,2,2024-07-29
노량진로버스 2=8,노량진2동,14946,2020-08-24,전용주,LED일체형,4,2024-07-29
노량진로버스 3-2,노량진1동,24532,2020-08-25,전용주,LED소켓형,2,2024-07-29
노량진로버스 3-3,노량진1동,24532,2020-08-25,전용주,LED소켓형,2,2024-07-29
노량진로버스 3-4,노량진1동,113-1,2020-08-25,전용주,LED소켓형,2,2024-07-29
노량진로버스 3-5,노량진1동,113-1,2020-08-25,신호통합주,LED일체형,2,2024-07-29
노량진로버스 3-7,노량진1동,150-2,2020-08-25,전용주,LED소켓형,2,2024-07-29
노량진로버스 3-8,노량진1동,150-2,2020-08-25,전용주,LED소켓형,2,2024-07-29
노량진로버스 3-9,노량진1동,150-2,2020-08-25,전용주,LED소켓형,2,2024-07-29
노량진로버스 3=1,노량진1동,24532,2020-08-25,전용주,LED일체형,4,2024-07-29
노량진로버스 3=6,노량진1동,150-2,2020-08-25,신호통합주,LED일체형,2,2024-07-29
노량진로버스 3=10,노량진1동,150-2,2020-08-25,전용주,LED일체형,4,2024-07-29
노량진로버스 4-2,노량진1동,206-62,2020-08-27,전용주,LED소켓형,2,2024-07-29
노량진로버스 4-3,노량진1동,186-1,2020-08-27,전용주,LED소켓형,2,2024-07-29
노량진로버스 4-4,노량진1동,186-1,2020-08-27,전용주,LED소켓형,2,2024-07-29
노량진로버스 4-7,노량진1동,344-3,2020-08-27,전용주,LED소켓형,2,2024-07-29
노량진로버스 4-8,노량진1동,344-10,2020-08-27,전용주,LED소켓형,2,2024-07-29
노량진로버스 4-9,노량진1동,365,2020-08-27,전용주,LED소켓형,2,2024-07-29
노량진로버스 4=1,노량진1동,206-62,2020-08-27,전용주,LED일체형,4,2024-07-29
노량진로버스 4=5,노량진1동,186-1,2020-08-27,신호통합주,LED일체형,2,2024-07-29
노량진로버스 4=6,노량진1동,344-3,2020-08-27,신호통합주,LED일체형,2,2024-07-29
노량진로버스 4=10,노량진1동,365,2020-08-27,전용주,LED일체형,4,2024-07-29
노량진로육교-1,노량진1동,152-7,2020-08-25,전용주,LED소켓형,2,2024-07-29
노량진로육교-2,노량진1동,152-7,2020-08-25,전용주,LED소켓형,2,2024-07-29
노량진로육교-3,노량진1동,148-69,2020-08-25,전용주,LED소켓형,2,2024-07-29
노량진로육교-4,노량진1동,148-80,2020-08-25,전용주,LED소켓형,2,2024-07-29
노량진로육교-5,노량진1동,152-7,2020-08-25,전용주,LED소켓형,2,2024-07-29
노량진로육교-6,노량진1동,152-7,2020-08-25,전용주,LED소켓형,2,2024-07-29
대림로1-2,신대방1동,700-4,2016-08-17,주철주,LED일체형,3,2024-07-29
대림로1-3,신대방1동,692-63,2016-08-17,주철주,LED일체형,3,2024-07-29
대림로1-4,신대방1동,692-46,2016-08-17,주철주,LED일체형,3,2024-07-29
대림로1-5,신대방1동,692-39,2016-08-17,주철주,LED일체형,3,2024-07-29
대림로1-7,신대방1동,692-10,2016-08-17,주철주,LED일체형,3,2024-07-29
대림로1-9,신대방1동,690-26,2016-08-17,주철주,LED일체형,3,2024-07-29
대림로1-10,신대방1동,690-15,2016-08-17,주철주,LED일체형,3,2024-07-29
대림로1-11,신대방1동,690-9,2016-08-17,주철주,LED일체형,3,2024-07-29
대림로1-13,신대방1동,700-3,2016-08-17,주철주,LED일체형,3,2024-07-29
대림로1-14,신대방1동,687-14,2016-08-17,주철주,LED일체형,3,2024-07-29
대림로1-16,신대방1동,685-10,2016-08-17,주철주,LED일체형,3,2024-07-29
대림로1-17,신대방1동,685-1,2016-12-15,주철주,LED일체형,3,2024-07-29
대림로1=1,신대방1동,644-6,2016-08-17,주철주,LED일체형,4,2024-07-29
대림로1=6,신대방1동,692-26,2016-08-17,주철주,LED일체형,4,2024-07-29
