연번,행정구역,안심 주소,위도,경도,CCTV 수량
4500,서울특별시 관악구,"NA003 4-4UC 신원동 1695, 신림동부아파트 승리교 부근",37.4807,126.9299,1
4530,서울특별시 관악구,"NB008 1-4RXC 신림동 1444-1, LG전자서비스센터 부근",37.4897,126.9253,1
4531,서울특별시 관악구,"NB008 2-4S 신림동 1444-1, LG전자서비스센터 부근",37.4897,126.9255,1
4532,서울특별시 관악구,"NB008 3-4S 신림동 1444-1, LG전자서비스센터 부근",37.4897,126.9251,1
4533,서울특별시 관악구,"NB008 4-4S 신림동 1444-1, LG전자서비스센터 부근",37.4898,126.9253,1
4558,서울특별시 관악구,NH001 1-1RX 신림동 1713-12,37.4613,126.9258,1
4563,서울특별시 관악구,NH003 1-4RX 신림동95-53,37.4769,126.9407,1
4564,서울특별시 관악구,NH003 2-4S 신림동95-53,37.4768,126.9408,1
4565,서울특별시 관악구,NH003 3-4S 신림동95-53,37.477,126.9406,1
4566,서울특별시 관악구,NH003 4-4S 신림동95-53,37.4768,126.9411,1
4604,서울특별시 관악구,P1014 1-4RZ 신림동 1456-3와 1457-31,37.4871,126.9234,1
4605,서울특별시 관악구,P1014 2-4SZ 신림동 1456-3와 1457-31,37.487,126.9235,1
4606,서울특별시 관악구,P1014 3-4SZ 신림동 1456-3와 1457-31,37.4871,126.9234,1
4607,서울특별시 관악구,P1014 4-4SZ 신림동 1456-3와 1457-31,37.4871,126.9235,1
4608,서울특별시 관악구,P1015 1-1R 신림동 1462-14와 1462-15,37.4863,126.9247,1
4900,서울특별시 관악구,P6025 1-4RZ 신림동 1446-29와 1708,37.4894,126.9224,1
4901,서울특별시 관악구,P6025 2-4SZ 신림동 1446-29와 1708,37.4894,126.9225,1
4902,서울특별시 관악구,P6025 3-4SZ 신림동 1446-29와 1708,37.4895,126.9224,1
4903,서울특별시 관악구,P6025 4-4SZ 신림동 1446-29와 1708,37.4894,126.9223,1
4904,서울특별시 관악구,P6026 1-4RZ 신림동 1709-3 (POLE 하천앞),37.4883,126.9224,1
4905,서울특별시 관악구,P6026 2-4SZ 신림동 1709-3 (POLE 하천앞),37.4884,126.9223,1
4906,서울특별시 관악구,P6026 3-4SZ 신림동 1709-3 (POLE 하천앞),37.4882,126.9225,1
4907,서울특별시 관악구,P6026 4-4SZ 신림동 1709-3 (POLE 하천앞),37.4883,126.9226,1
4908,서울특별시 관악구,P6027 1-5R 신림동 1453-14와 1453-13,37.4877,126.9243,1
4909,서울특별시 관악구,P6027 2-5S 신림동 1453-14와 1453-13,37.4877,126.9244,1
4910,서울특별시 관악구,P6027 3-5S 신림동 1453-14와 1453-13,37.4877,126.9243,1
4911,서울특별시 관악구,P6027 4-5S 신림동 1453-14와 1453-13,37.4877,126.9243,1
4912,서울특별시 관악구,P6027 5-5S 신림동 1453-14와 1453-13,37.4878,126.9243,1
4913,서울특별시 관악구,P6028 1-5RZ 신림동 1450-14와 1450-43,37.4891,126.9239,1
4914,서울특별시 관악구,P6028 2-5SZ 신림동 1450-14와 1450-43,37.489,126.924,1
4915,서울특별시 관악구,P6028 3-5SZ 신림동 1450-14와 1450-43,37.4891,126.9238,1
4916,서울특별시 관악구,P6028 4-5SZ 신림동 1450-14와 1450-43,37.4892,126.9239,1
4917,서울특별시 관악구,P6028 5-5SZ 신림동 1450-14와 1450-43,37.4891,126.924,1
4918,서울특별시 관악구,P6029 1-1R 신림동 1460-32와 1460-31 (삼거리 1460-32앞),37.4859,126.9252,1
4919,서울특별시 관악구,P6030 1-1RXL 신림동 1442-14와 1451-1,37.4889,126.9255,1
4920,서울특별시 관악구,P6031 1-1R 신림동 1442-1와 1443-4,37.489,126.9268,1
4921,서울특별시 관악구,P6032 1-4RL 신림동 1432-159와 1432-156,37.4868,126.9273,1
4922,서울특별시 관악구,P6032 2-4S 신림동 1432-159와 1432-156,37.4868,126.9272,1
4923,서울특별시 관악구,P6032 3-4S 신림동 1432-159와 1432-156,37.4867,126.9273,1
4924,서울특별시 관악구,P6032 4-4S 신림동 1432-159와 1432-156,37.4868,126.9272,1
4925,서울특별시 관악구,P6033 1-1RXXCL 신림동 1459-1와 1458-3,37.487,126.926,1
4926,서울특별시 관악구,P6034 1-2S 신림동 1414-18와 1414-14 (색동공원 외부),37.4864,126.9332,1
4927,서울특별시 관악구,P6034 2-2S 신림동 1414-18와 1414-14 (색동공원 외부),37.4864,126.933,1
4928,서울특별시 관악구,P6035 1-3RXC 신림동 1433-148와 1433-142,37.4844,126.9262,1
4929,서울특별시 관악구,P6035 2-3UC 신림동 1433-148와 1433-142 (1433-148모퉁이),37.4845,126.9261,1
4930,서울특별시 관악구,P6035 3-3UC 신림동 1433-148와 1433-142 (1433-148모퉁이),37.4844,126.9263,1
4931,서울특별시 관악구,P6036 1-5RXC 신림동 1433-43와 1433-44,37.4844,126.9293,1
4932,서울특별시 관악구,P6036 2-5S 신림동 1433-43와 1433-44,37.4844,126.9291,1
4933,서울특별시 관악구,P6036 3-5S 신림동 1433-43와 1433-44,37.4843,126.9292,1
4934,서울특별시 관악구,P6036 4-5S 신림동 1433-43와 1433-44,37.4842,126.9294,1
4935,서울특별시 관악구,P6037 1-5RZ 신림동 1432-81와 1433-2 (1432-81앞),37.4852,126.9294,1
4936,서울특별시 관악구,P6037 2-5SZ 신림동 1432-81와 1433-2 (1432-81앞),37.4853,126.9294,1
4937,서울특별시 관악구,P6037 3-5SZ 신림동 1432-81와 1433-2 (1432-81앞),37.4852,126.9294,1
4938,서울특별시 관악구,P6037 4-5SZ 신림동 1432-81와 1433-2 (1432-81앞),37.4853,126.9295,1
4939,서울특별시 관악구,P6037 5-5SZ 신림동 1432-81(우리은행 정문쪽),37.4852,126.9295,1
4940,서울특별시 관악구,P6038 1-1R 신림동 1417-1와 1418-28사이 (천주교정문),37.487,126.9317,1
4941,서울특별시 관악구,P6038 2-5S 신림동 1417-1와 1418-28사이 (천주교정문),37.4871,126.9316,1
4942,서울특별시 관악구,P6038 3-5S 신림동 1417-1와 1418-28사이 (천주교정문),37.487,126.9318,1
4943,서울특별시 관악구,P6038 4-5S 신림동 1417-1와 1418-28사이 (천주교정문),37.4871,126.9318,1
4944,서울특별시 관악구,P6038 5-5S 신림동 1417-1와 1418-28사이 (천주교정문),37.4869,126.9317,1
4945,서울특별시 관악구,P6039 1-3S 신림동 1425-12 (1425 앞),37.4864,126.9295,1
4946,서울특별시 관악구,P6039 2-3S 신림동 1425-12 (1425 앞),37.4865,126.9294,1
4947,서울특별시 관악구,P6039 3-3S 신림동 1425-12 (1425 앞),37.4863,126.9294,1
4948,서울특별시 관악구,P6040 1-3RXCL 신림동 1461-5와 1463-43,37.4857,126.9265,1
4949,서울특별시 관악구,P6040 2-3SC 신림동 1461-5와 1463-43 (사거리 1461-5모퉁이),37.4856,126.9263,1
4950,서울특별시 관악구,P6040 3-3SC 신림동 1461-5와 1463-43 (사거리 1461-5모퉁이),37.4857,126.9267,1
5135,서울특별시 관악구,T0009 1-3S 신림동 1433-71,37.4849,126.9277,1
5136,서울특별시 관악구,T0009 2-3S 신림동 1433-71,37.485,126.9279,1
5137,서울특별시 관악구,T0009 3-3S 신림동 1433-71,37.485,126.9278,1
5138,서울특별시 관악구,T0010 1-4SZ 신림동 1461-1,37.4862,126.9261,1
5139,서울특별시 관악구,T0010 2-4SZ 신림동 1461-1,37.4861,126.9262,1
5140,서울특별시 관악구,T0010 3-4SZ 신림동 1461-1,37.4861,126.9261,1
5141,서울특별시 관악구,T0010 4-4SZ 신림동 1461-1,37.4861,126.9261,1
5204,서울특별시 관악구,T8003 1-1R 신림동 1418-34,37.4863,126.9325,1
5266,서울특별시 관악구,TG004 1-1S 신림동 408-5,37.4763,126.9361,1
5267,서울특별시 관악구,TG005 1-5R 신림동 94-140,37.4772,126.9374,1
5268,서울특별시 관악구,TG005 2-5S 신림동 94-140,37.4773,126.9373,1
5269,서울특별시 관악구,TG005 3-5S 신림동 94-140,37.4772,126.9375,1
5270,서울특별시 관악구,TG005 4-5S 신림동 94-140,37.4774,126.9374,1
5271,서울특별시 관악구,TG006 1-1S 신림동 94-140,37.4774,126.9374,1
5287,서울특별시 관악구,YC001 1-3S 신림동 1432-136 ,37.4858,126.9275,1
5288,서울특별시 관악구,YC001 2-3S 신림동 1432-136 ,37.4859,126.9275,1
5289,서울특별시 관악구,YC001 3-3S 신림동 1432-136 ,37.4859,126.9275,1
5290,서울특별시 관악구,YC002 1-4SL 신림동 1432-53 ,37.4859,126.9281,1
5291,서울특별시 관악구,YC002 2-4S 신림동 1432-53 ,37.486,126.928,1
5292,서울특별시 관악구,YC002 3-4S 신림동 1432-53 ,37.4859,126.9281,1
5293,서울특별시 관악구,YC002 4-4S 신림동 1432-53 ,37.4859,126.928,1
5331,서울특별시 관악구,[A/S]DH009 1-3S 신림동 362-44,37.4703,126.9305,1
5332,서울특별시 관악구,[A/S]DH050 1-1S 신림동 1666-56,37.481,126.9006,1
5348,서울특별시 관악구,[이전설치]P6036 5-5S 신림동 1433-43와 1433-44,37.4845,126.9294,1
5353,서울특별시 관악구,[차량사고]D3050 1-5RXXC 신림동 1430-12,37.4874,126.928,1
5354,서울특별시 관악구,[차량사고]D3050 2-5S 신림동 1430-12,37.4874,126.9278,1
5355,서울특별시 관악구,[차량사고]D3050 3-5S 신림동 1430-12,37.4873,126.9281,1
5356,서울특별시 관악구,[차량사고]D3050 4-5S 신림동 1430-12,37.4875,126.928,1
